pi,ro,collab,institute,scope,collabing_pi
"Stefano  Marenco, MD",Human Brain Collection Core,Corina  Nagy,McGill University,EM,
"Stefano  Marenco, MD",Human Brain Collection Core,Peter  Penzes,Northwestern University,EM,
"Stefano  Marenco, MD",Human Brain Collection Core,Ana  Pereira,Icahn School of Medicine at Mount Sinai,EM,
"Stefano  Marenco, MD",Human Brain Collection Core,Panagiotis  Roussos,Icahn School of Medicine at Mount Sinai,EM,
"Stefano  Marenco, MD",Human Brain Collection Core,"Philip  Shaw, MD, PhD",King's College London,EM,
"Stefano  Marenco, MD",Human Brain Collection Core,"Tarjinder  Singh, PhD",Columbia University,EM,
"Stefano  Marenco, MD",Human Brain Collection Core,Srinivas  Sriramula,East Carolina University,EM,
"Stefano  Marenco, MD",Human Brain Collection Core,"Alexander  Urban, PhD",Stanford Medicine,EM,
"Stefano  Marenco, MD",Human Brain Collection Core,Consuelo  Walls-Bass,UT Houston,EM,
"Stefano  Marenco, MD",Human Brain Collection Core,Yunyu  Xiao,Weill Cornell Medicine,EM,
"Stefano  Marenco, MD",Human Brain Collection Core,Bruce  Yankner,Harvard Medical School,EM,
"Stefano  Marenco, MD",Human Brain Collection Core,"Dan H Benjamini, PhD",NIA,NIH,
"Stefano  Marenco, MD",Human Brain Collection Core,"Kimberley Jayne Billingsley, MRES",NIA,NIH,
"Stefano  Marenco, MD",Human Brain Collection Core,"Jeffrey  Cohen, MD",NIAID,NIH,
"Stefano  Marenco, MD",Human Brain Collection Core,"Mark Robert Cookson, PhD",NIA,NIH,
"Stefano  Marenco, MD",Human Brain Collection Core,"Irene Claudia Maria Cortese, MD",NINDS,NIH,
"Stefano  Marenco, MD",Human Brain Collection Core,"Alexandra Rae Decasien, PhD",NIA,NIH,
"Stefano  Marenco, MD",Human Brain Collection Core,"David  Goldman, MD",NIAAA,NIH,
"Stefano  Marenco, MD",Human Brain Collection Core,"Michael J Iadarola, PhD",CC,NIH,
"Stefano  Marenco, MD",Human Brain Collection Core,"Ashok Balkrishna Kulkarni, PhD",NIDCR,NIH,
"Stefano  Marenco, MD",Human Brain Collection Core,"Falk  Lohoff, MD",NIAAA,NIH,
"Stefano  Marenco, MD",Human Brain Collection Core,"Wei  Lu, PhD, BS",NINDS,NIH,
"Stefano  Marenco, MD",Human Brain Collection Core,"Dorian  McGavern, PhD",NINDS,NIH,
"Stefano  Marenco, MD",Human Brain Collection Core,"Naoko  Mizuno, PhD",NHLBI,NIH,
"Stefano  Marenco, MD",Human Brain Collection Core,"Govind  Nair, PhD",NINDS,NIH,
"Stefano  Marenco, MD",Human Brain Collection Core,"Avindra  Nath, MD",NINDS,NIH,
"Stefano  Marenco, MD",Human Brain Collection Core,"Daniel S Reich, MD",NINDS,NIH,
"Stefano  Marenco, MD",Human Brain Collection Core,"Matthew Robert Sapio, PhD",CC,NIH,
"Stefano  Marenco, MD",Human Brain Collection Core,"Richard Harvey Scheuermann, PhD",NLM,NIH,
"Stefano  Marenco, MD",Human Brain Collection Core,"Philip   Shaw, MD, PhD",NHGRI,NIH,
"Stefano  Marenco, MD",Human Brain Collection Core,"Ellen  Sidransky, MD",NHGRI,NIH,
"Stefano  Marenco, MD",Human Brain Collection Core,"Anish  Thomas, MD",NCI,NIH,
"Stefano  Marenco, MD",Human Brain Collection Core,"Li  Zhang, MD",NIAAA,NIH,
"Stefano  Marenco, MD",Human Brain Collection Core,"Yun  Zhang, PhD",NLM,NIH,
"Susan G Amara, PhD",Laboratory of Molecular and Cellular Neurobiology,"Oluwarotimi  Folorunso, PhD","Mass General Brigham, Psychiatry",EM,
"Susan G Amara, PhD",Laboratory of Molecular and Cellular Neurobiology,"Susan L Ingram, PhD","University of Colorado Anschutz Medical Campus, Anesthesiology",EM,
"Susan G Amara, PhD",Laboratory of Molecular and Cellular Neurobiology,"Alexander G Zestos, PhD","American University, Chemistry",EM,
"Susan G Amara, PhD",Laboratory of Molecular and Cellular Neurobiology,"Brandon K Harvey, PhD",NIDA,NIH,
"Susan G Amara, PhD",Laboratory of Molecular and Cellular Neurobiology,"Timothy James Petros, PhD",NICHD,NIH,
"Susan G Amara, PhD",Transgenic Core,"Lee E Eiden, PhD",Section on Molecular Neuroscience,NIMH,"Lee E Eiden, PhD"
"Susan G Amara, PhD",Transgenic Core,"Charles R Gerfen, PhD",Section on Neuroanatomy,NIMH,"Charles R Gerfen, PhD"
"Susan G Amara, PhD",Transgenic Core,"Samer Saleh Hattar, PhD",Section on Light and Circadian Rhythms,NIMH,"Samer Saleh Hattar, PhD"
"Susan G Amara, PhD",Transgenic Core,"Zheng  Li, PhD",Section on Synapse Development Plasticity,NIMH,"Zheng  Li, PhD"
"Susan G Amara, PhD",Transgenic Core,"Tobias David Merson, BA, BSc(Hons), PhD",Oligodendroglial Interactions Group,NIMH,"Tobias David Merson, BA, BSc(Hons), PhD"
"Susan G Amara, PhD",Transgenic Core,"Mario Alexander Penzo, PhD",Section on the Neural Circuits of Emotion and Motivation,NIMH,"Mario Alexander Penzo, PhD"
"Theodore B Usdin, MD, PhD; IRP Faculty",Systems Neuroscience Imaging Resource,"Charles R Gerfen, PhD",Section on Neuroanatomy,NIMH,"Charles R Gerfen, PhD"
"Theodore B Usdin, MD, PhD; IRP Faculty",Systems Neuroscience Imaging Resource,"David A Leopold, PhD",Section on Cognitive Neurophysiology and Imaging,NIMH,"David A Leopold, PhD"
"Theodore B Usdin, MD, PhD; IRP Faculty",Systems Neuroscience Imaging Resource,James Andrew Bourne,Section on Cellular and Cognitive Neurodevelopment,NIMH,James Andrew Bourne
"Theodore B Usdin, MD, PhD; IRP Faculty",Systems Neuroscience Imaging Resource,"Heather A Cameron, PhD",Section on Neuroplasticity,NIMH,"Heather A Cameron, PhD"
"Theodore B Usdin, MD, PhD; IRP Faculty",Systems Neuroscience Imaging Resource,"Samer Saleh Hattar, PhD",Section on Light and Circadian Rhythms,NIMH,"Samer Saleh Hattar, PhD"
"Theodore B Usdin, MD, PhD; IRP Faculty",Systems Neuroscience Imaging Resource,"Francis Joseph McMahon, MD",Section on the Genetic Basis of Mood and Anxiety Disorders,NIMH,"Francis Joseph McMahon, MD"
"Theodore B Usdin, MD, PhD; IRP Faculty",Systems Neuroscience Imaging Resource,"Tobias David Merson, BA, BSc(Hons), PhD",Oligodendroglial Interactions Group,NIMH,"Tobias David Merson, BA, BSc(Hons), PhD"
"Theodore B Usdin, MD, PhD; IRP Faculty",Systems Neuroscience Imaging Resource,"Hugo Alejandro Tejeda, PhD",Unit of Neuromodulation and Synaptic Integration,NIMH,"Hugo Alejandro Tejeda, PhD"
"Theodore B Usdin, MD, PhD; IRP Faculty",Systems Neuroscience Imaging Resource,"Carlos Alberto Zarate, MD",Section on Neurobiology and Treatment of Mood Disorders,NIMH,"Carlos Alberto Zarate, MD"
"Theodore B Usdin, MD, PhD; IRP Faculty",Systems Neuroscience Imaging Resource,"Falk  Lohoff, MD",NIAAA,NIH,
"Theodore B Usdin, MD, PhD; IRP Faculty",Systems Neuroscience Imaging Resource,"David Michael Lovinger, PhD",NIAAA,NIH,
"Theodore B Usdin, MD, PhD; IRP Faculty",Systems Neuroscience Imaging Resource,Harshad Dilip Vishwasrao,NIBIB,NIH,
"Theodore B Usdin, MD, PhD; IRP Faculty",Systems Neuroscience Imaging Resource,"Jerrel Louis Yakel, PhD",NIEHS,NIH,
"Tobias David Merson, BA, BSc(Hons), PhD",Oligodendroglial Interactions Group,"Theodore B Usdin, MD, PhD",Systems Neuroscience Imaging Resource,NIMH,"Theodore B Usdin, MD, PhD; IRP Faculty"
"Tobias David Merson, BA, BSc(Hons), PhD",Oligodendroglial Interactions Group,"Sarah Kaye Williams, PhD",Systems Neuroscience Imaging Resource,NIMH,"Theodore B Usdin, MD, PhD; IRP Faculty"
"Tobias David Merson, BA, BSc(Hons), PhD",Oligodendroglial Interactions Group,Vitaly P Boyko,Systems Neuroscience Imaging Resource,NIMH,"Theodore B Usdin, MD, PhD; IRP Faculty"
"Tobias David Merson, BA, BSc(Hons), PhD",Oligodendroglial Interactions Group,"Yogita  Chudasama, PhD",Rodent Behavioral Core,NIMH,"Yogita  Chudasama, PhD"
"Tobias David Merson, BA, BSc(Hons), PhD",Oligodendroglial Interactions Group,"Christopher Michael Bartley, MD",Translational Immunopsychiatry Unit,NIMH,"Christopher Michael Bartley, MD"
"Tobias David Merson, BA, BSc(Hons), PhD",Oligodendroglial Interactions Group,"George Raphael Dold, MS",Section on Instrumentation,NIMH,"George Raphael Dold, MS"
"Tobias David Merson, BA, BSc(Hons), PhD",Oligodendroglial Interactions Group,"Snehashis  Roy, PhD",Systems Neuroscience Imaging Resource,NIMH,"Theodore B Usdin, MD, PhD; IRP Faculty"
"Tobias David Merson, BA, BSc(Hons), PhD",Oligodendroglial Interactions Group,Eric Browning Saglio,Section on Instrumentation,NIMH,"George Raphael Dold, MS"
"Tobias David Merson, BA, BSc(Hons), PhD",Oligodendroglial Interactions Group,"Claudia K Petritsch, BS, MS, PhD","Stanford University School of Medicine, Department of Neurosurgery",EM,
"Tobias David Merson, BA, BSc(Hons), PhD",Oligodendroglial Interactions Group,"Stacie Mcaloose Anderson, BS",NHGRI,NIH,
"Tobias David Merson, BA, BSc(Hons), PhD",Oligodendroglial Interactions Group,"Abdel G Elkahloun, PhD",NHGRI,NIH,
"Tobias David Merson, BA, BSc(Hons), PhD",Oligodendroglial Interactions Group,Artiom  Gruzdev,NIEHS,NIH,
"Tobias David Merson, BA, BSc(Hons), PhD",Oligodendroglial Interactions Group,Li  Jiang,NINDS,NIH,
"Tobias David Merson, BA, BSc(Hons), PhD",Oligodendroglial Interactions Group,Martha R Kirby,NHGRI,NIH,
"Tobias David Merson, BA, BSc(Hons), PhD",Oligodendroglial Interactions Group,Yuesheng  Li,NHLBI,NIH,
"Tobias David Merson, BA, BSc(Hons), PhD",Oligodendroglial Interactions Group,Bertrand Lucotte,NIBIB,NIH,
"Tobias David Merson, BA, BSc(Hons), PhD",Oligodendroglial Interactions Group,"Jeeva P Munasinghe, PhD",NINDS,NIH,
"Tobias David Merson, BA, BSc(Hons), PhD",Oligodendroglial Interactions Group,"Kenneth  Pelkey, PhD",NICHD,NIH,
"Tobias David Merson, BA, BSc(Hons), PhD",Oligodendroglial Interactions Group,"Zulfeqhar Ali Syed, PhD",NHLBI,NIH,
"Tobias David Merson, BA, BSc(Hons), PhD",Oligodendroglial Interactions Group,Harshad Dilip Vishwasrao,NIBIB,NIH,
"Tonya Jo Hanson White, PhD, MD",Section on Social and Cognitive Developmental Neuroscience,"Peter A Bandettini, BS, PhD",Functional MRI Core,NIMH,"Peter A Bandettini, BS, PhD"
"Tonya Jo Hanson White, PhD, MD",Section on Social and Cognitive Developmental Neuroscience,"Ashura  Buckley, MD",Sleep and Neurodevelopment Service,NIMH,"Ashura  Buckley, MD"
"Tonya Jo Hanson White, PhD, MD",Section on Social and Cognitive Developmental Neuroscience,Dustin Eaton Moraczewski,Data Science and Sharing Team,NIMH,"Adam G Thomas, DPhil"
"Tonya Jo Hanson White, PhD, MD",Section on Social and Cognitive Developmental Neuroscience,"Lindsay Meredith Oberman, PhD",Unit on Non-invasive Neuromodulation,NIMH,"Carlos Alberto Zarate, MD"
"Tonya Jo Hanson White, PhD, MD",Section on Social and Cognitive Developmental Neuroscience,"Adam G Thomas, DPhil",Data Science and Sharing Team,NIMH,"Adam G Thomas, DPhil"
"Tonya Jo Hanson White, PhD, MD",Section on Social and Cognitive Developmental Neuroscience,"Audrey E Thurm, PhD",Neurodevelopmental and Behavioral Phenotyping Service,NIMH,"Audrey E Thurm, PhD"
"Tonya Jo Hanson White, PhD, MD",Section on Social and Cognitive Developmental Neuroscience,Bradley  Baker,"Tri-institutional Center for Translational Research in Neuroimaging and Data Science (TReNDS, Georgia State, Georgia Tech, Emory",EM,
"Tonya Jo Hanson White, PhD, MD",Section on Social and Cognitive Developmental Neuroscience,"Ishaan  Batta, PhD",Douglas Mental Health University Institute,EM,
"Tonya Jo Hanson White, PhD, MD",Section on Social and Cognitive Developmental Neuroscience,Vincent  Calhoun,Georgia State University,EM,
"Tonya Jo Hanson White, PhD, MD",Section on Social and Cognitive Developmental Neuroscience,"Mallar  Chakravarty, PhD",Douglas Mental Health University Institute,EM,
"Tonya Jo Hanson White, PhD, MD",Section on Social and Cognitive Developmental Neuroscience,"Gwen  Dieleman, MD, PhD",Erasmus MC,EM,
"Tonya Jo Hanson White, PhD, MD",Section on Social and Cognitive Developmental Neuroscience,"Sarah  Genon, PhD",Forschungszentrum,EM,
"Tonya Jo Hanson White, PhD, MD",Section on Social and Cognitive Developmental Neuroscience,"Akhgar  Ghassabian, PhD","New York University Langone Medical Center, Departments of Pediatrics, Environmental Medicine",EM,
"Tonya Jo Hanson White, PhD, MD",Section on Social and Cognitive Developmental Neuroscience,"Rogier  Kievit, PhD",Radboud University Nijmegen Medical Centre,EM,
"Tonya Jo Hanson White, PhD, MD",Section on Social and Cognitive Developmental Neuroscience,"Ethan  Mccormick, PhD",Radboud University Nijmegen Medical Centre,EM,
"Tonya Jo Hanson White, PhD, MD",Section on Social and Cognitive Developmental Neuroscience,"Lea  Michel, MSc",Radboud University Nijmegen Medical Centre,EM,
"Tonya Jo Hanson White, PhD, MD",Section on Social and Cognitive Developmental Neuroscience,"J bruce  Morton, PhD",University of Western Ontario,EM,
"Tonya Jo Hanson White, PhD, MD",Section on Social and Cognitive Developmental Neuroscience,"Predrag  Petrovic, MD, PhD",Karolinska Institutet,EM,
"Tonya Jo Hanson White, PhD, MD",Section on Social and Cognitive Developmental Neuroscience,"Anna  Plachti, PhD",Forschungszentrum Jülich,EM,
"Tonya Jo Hanson White, PhD, MD",Section on Social and Cognitive Developmental Neuroscience,"Elizabeth  Prom-Wormley, PhD, MPH",Virginia Commonwealth University,EM,
"Tonya Jo Hanson White, PhD, MD",Section on Social and Cognitive Developmental Neuroscience,"Masoud  Seraji, MSc","Tri-Instional Center for Translational Research in Neuroimaging and Data Science (TReNDS), Georgia State, Georgia Tech, Emory",EM,
"Tonya Jo Hanson White, PhD, MD",Section on Social and Cognitive Developmental Neuroscience,"Philip  Shaw, MD, PhD",King's College London,EM,
"Tonya Jo Hanson White, PhD, MD",Section on Social and Cognitive Developmental Neuroscience,"Rogers  Silva, PhD","Tri-Instional Center for Translational Research in Neuroimaging and Data Science (TReNDS), Georgia State, Georgia Tech, Emory",EM,
"Tonya Jo Hanson White, PhD, MD",Section on Social and Cognitive Developmental Neuroscience,"Najme  Soleimani, PhD","Tri-Instional Center for Translational Research in Neuroimaging and Data Science (TReNDS), Georgia State, Georgia Tech, Emory",EM,
"Tonya Jo Hanson White, PhD, MD",Section on Social and Cognitive Developmental Neuroscience,"Oystein  Sorensen, PhD",University of Oslo,EM,
"Tonya Jo Hanson White, PhD, MD",Section on Social and Cognitive Developmental Neuroscience,"Emma  Sprooten, PhD",Radboud University Nijmegen Medical Centre,EM,
"Tonya Jo Hanson White, PhD, MD",Section on Social and Cognitive Developmental Neuroscience,"Meike  Vernooij, MD, PhD",Erasmus MC,EM,
"Tonya Jo Hanson White, PhD, MD",Section on Social and Cognitive Developmental Neuroscience,"Ashley  Wazana, MD",McGill University,EM,
"Tonya Jo Hanson White, PhD, MD",Section on Social and Cognitive Developmental Neuroscience,"Zi-xuan  Zhou, PhD",Beijing Normal University,EM,
"Tonya Jo Hanson White, PhD, MD",Section on Social and Cognitive Developmental Neuroscience,"Xi-nian  Zuo, PhD",Beijing Normal University,EM,
"Veronica Alicia Alvarez, PhD",Section on Neurobiology of Compulsive Behaviors,"Bruno B Averbeck, PhD",Section on Learning and Decision Making,NIMH,"Bruno B Averbeck, PhD"
"Veronica Alicia Alvarez, PhD",Section on Neurobiology of Compulsive Behaviors,Michael  Bruchas,University of Washington,EM,
"Veronica Alicia Alvarez, PhD",Section on Neurobiology of Compulsive Behaviors,Myriam  Heiman,Massachusetts Institute of Technology,EM,
"Veronica Alicia Alvarez, PhD",Section on Neurobiology of Compulsive Behaviors,"Christoph B Kellendonk, PhD","Columbia University Medical Center, Department of Pharmacology",EM,
"Veronica Alicia Alvarez, PhD",Section on Neurobiology of Compulsive Behaviors,Manolis   Kellis,Broad Institute,EM,
"Veronica Alicia Alvarez, PhD",Section on Neurobiology of Compulsive Behaviors,"Jose  Moron-Concepcion, PhD","George Washington University, Anesthesiology",EM,
"Veronica Alicia Alvarez, PhD",Section on Neurobiology of Compulsive Behaviors,"Dorit  Ron, PhD","University of California, San Francisco, Neurology",EM,
"Veronica Alicia Alvarez, PhD",Section on Neurobiology of Compulsive Behaviors,"Marcelo  Rubinstein, PhD","University of Buenos Aires, Inst Invest Genet & Biol Mol",EM,
"Veronica Alicia Alvarez, PhD",Section on Neurobiology of Compulsive Behaviors,Lin  Tian,University of California Davis Medical Center,EM,
"Veronica Alicia Alvarez, PhD",Section on Neurobiology of Compulsive Behaviors,"Andres  Buonanno, PhD",NICHD,NIH,
"Veronica Alicia Alvarez, PhD",Section on Neurobiology of Compulsive Behaviors,"Mark Robert Cookson, PhD",NIA,NIH,
"Veronica Alicia Alvarez, PhD",Section on Neurobiology of Compulsive Behaviors,"Zayd M Khaliq, PhD",NINDS,NIH,
"Veronica Alicia Alvarez, PhD",Section on Neurobiology of Compulsive Behaviors,"Chris James McBain, PhD",NICHD,NIH,
"Veronica Alicia Alvarez, PhD",Section on Neurobiology of Compulsive Behaviors,"Michael  Michaelides, BS, PhD",NIDA,NIH,
"Veronica Alicia Alvarez, PhD",Section on Neurobiology of Compulsive Behaviors,"Amy  Newman, PhD",NIDA,NIH,
"Victor W Pike, PhD",Section on PET Radiopharmaceutical Sciences,"George Raphael Dold, MS",Section on Instrumentation,NIMH,"George Raphael Dold, MS"
"Victor W Pike, PhD",Section on PET Radiopharmaceutical Sciences,"Robert  Innis, MD, PhD",Section on PET Neuroimaging Sciences,NIMH,"Robert  Innis, MD, PhD"
"Victor W Pike, PhD",Section on PET Radiopharmaceutical Sciences,"Barry J Richmond, MD",Section on Neural Coding and Computation,NIMH,"Barry J Richmond, MD"
"Victor W Pike, PhD",Section on PET Radiopharmaceutical Sciences,"Richard E. Carson, PhD","Yale University, PET Center",EM,
"Victor W Pike, PhD",Section on PET Radiopharmaceutical Sciences,"Yu-Shin  Ding, PhD","New York University, Yale PET Center",EM,
"Victor W Pike, PhD",Section on PET Radiopharmaceutical Sciences,Daniel  Guendel,"Helmholtz Centrum, Heidelberg, Helmholtz-Zentrum",EM,
"Victor W Pike, PhD",Section on PET Radiopharmaceutical Sciences,"Jacob  Hooker, PhD",Harvard University,EM,
"Victor W Pike, PhD",Section on PET Radiopharmaceutical Sciences,Alan  Kozikowski,University of Illinois at Chicago,EM,
"Victor W Pike, PhD",Section on PET Radiopharmaceutical Sciences,"Zibo  Li, PhD",University of North Carolina at Chapel Hill,EM,
"Victor W Pike, PhD",Section on PET Radiopharmaceutical Sciences,"Wei  Liu, PhD",University of Cincinnati,EM,
"Victor W Pike, PhD",Section on PET Radiopharmaceutical Sciences,"Brian  Marron, PhD",Tetra Therapeutics (United States),EM,
"Victor W Pike, PhD",Section on PET Radiopharmaceutical Sciences,"Garth  Terry, MD, PhD","Universiy of Washington, Seattle",EM,
"Victor W Pike, PhD",Section on PET Radiopharmaceutical Sciences,"Neil  Vasdev, PhD","University of Toronto, CAMPH",EM,
"Victor W Pike, PhD",Section on PET Radiopharmaceutical Sciences,"Changning  Wang, PhD",Harvard Medical School,EM,
"Victor W Pike, PhD",Section on PET Radiopharmaceutical Sciences,"Sung Won  Kim, PhD",NIAAA,NIH,
"Victor W Pike, PhD",Section on PET Radiopharmaceutical Sciences,"Yong Sok  Lee, PhD",NIAID,NIH,
"Victor W Pike, PhD",Section on PET Radiopharmaceutical Sciences,"Michael  Michaelides, BS, PhD",NIDA,NIH,
"Yogita  Chudasama, PhD",Rodent Behavioral Core,"George Raphael Dold, MS",Section on Instrumentation,NIMH,"George Raphael Dold, MS"
"Yogita  Chudasama, PhD",Rodent Behavioral Core,"Samer Saleh Hattar, PhD",Section on Light and Circadian Rhythms,NIMH,"Samer Saleh Hattar, PhD"
"Yogita  Chudasama, PhD",Rodent Behavioral Core,"David A Leopold, PhD",Section on Cognitive Neurophysiology and Imaging,NIMH,"David A Leopold, PhD"
"Yogita  Chudasama, PhD",Rodent Behavioral Core,"Mario Alexander Penzo, PhD",Section on the Neural Circuits of Emotion and Motivation,NIMH,"Mario Alexander Penzo, PhD"
"Yogita  Chudasama, PhD",Rodent Behavioral Core,Eric Browning Saglio,Section on Instrumentation,NIMH,"George Raphael Dold, MS"
"Yogita  Chudasama, PhD",Rodent Behavioral Core,"Hugo Alejandro Tejeda, PhD",Unit of Neuromodulation and Synaptic Integration,NIMH,"Hugo Alejandro Tejeda, PhD"
"Yogita  Chudasama, PhD",Rodent Behavioral Core,"Audrey E Thurm, PhD",Neurodevelopmental and Behavioral Phenotyping Service,NIMH,"Audrey E Thurm, PhD"
"Yogita  Chudasama, PhD",Rodent Behavioral Core,"Joseph D Buxbaum, PhD","Icahn School of Medicine at Mount Sinai, Department of Psychiatry",EM,
"Yogita  Chudasama, PhD",Rodent Behavioral Core,Konstantinos  Meletis,Karolinska Institutet,EM,
"Yogita  Chudasama, PhD",Rodent Behavioral Core,"Fany  Messanvi, PhD",American University,EM,
"Yogita  Chudasama, PhD",Rodent Behavioral Core,Shahriar  Sheikhbahaei,Stony Brook University,EM,
"Yogita  Chudasama, PhD",Rodent Behavioral Core,Jill  Silverman,"UC Davis School of Medicine, School of Medicine",EM,
"Yogita  Chudasama, PhD",Rodent Behavioral Core,"Wenjing  Wang, PhD",University of Michigan,EM,
"Yogita  Chudasama, PhD",Rodent Behavioral Core,"Michael  Bustin, PhD",NCI,NIH,
"Yogita  Chudasama, PhD",Rodent Behavioral Core,"Thomas B Friedman, PhD",NIDCD,NIH,
"Yogita  Chudasama, PhD",Rodent Behavioral Core,"Chris James McBain, PhD",NICHD,NIH,
"Yogita  Chudasama, PhD",Rodent Behavioral Core,"Thomas J Pohida, MS",NIBIB,NIH,
"Yogita  Chudasama, PhD",Section on Behavioral Neuroscience,"Karen F Berman, MD",Clinical and Translational Neuroscience Branch,NIMH,"Karen F Berman, MD"
"Yogita  Chudasama, PhD",Section on Behavioral Neuroscience,"George Raphael Dold, MS",Section on Instrumentation,NIMH,"George Raphael Dold, MS"
"Yogita  Chudasama, PhD",Section on Behavioral Neuroscience,"Samer Saleh Hattar, PhD",Section on Light and Circadian Rhythms,NIMH,"Samer Saleh Hattar, PhD"
"Yogita  Chudasama, PhD",Section on Behavioral Neuroscience,"David A Leopold, PhD",Section on Cognitive Neurophysiology and Imaging,NIMH,"David A Leopold, PhD"
"Yogita  Chudasama, PhD",Section on Behavioral Neuroscience,"Kathleen R Merikangas, PhD",Section on Developmental Genetic Epidemiology,NIMH,"Kathleen R Merikangas, PhD"
"Yogita  Chudasama, PhD",Section on Behavioral Neuroscience,Eric Browning Saglio,Section on Instrumentation,NIMH,"George Raphael Dold, MS"
"Yogita  Chudasama, PhD",Section on Behavioral Neuroscience,"Peter J Schmidt, MD",Section on Behavioral Endocrinology,NIMH,"Peter J Schmidt, MD"
"Yogita  Chudasama, PhD",Section on Behavioral Neuroscience,"Hugo Alejandro Tejeda, PhD",Unit of Neuromodulation and Synaptic Integration,NIMH,"Hugo Alejandro Tejeda, PhD"
"Yogita  Chudasama, PhD",Section on Behavioral Neuroscience,"Audrey E Thurm, PhD",Neurodevelopmental and Behavioral Phenotyping Service,NIMH,"Audrey E Thurm, PhD"
"Yogita  Chudasama, PhD",Section on Behavioral Neuroscience,Konstantinos  Meletis,Karolinska Institutet,EM,
"Yogita  Chudasama, PhD",Section on Behavioral Neuroscience,Shahriar  Sheikhbahaei,Stony Brook University,EM,
"Zheng  Li, PhD",Section on Synapse Development Plasticity,"Daniel  Pine, MD",Section on Development and Affective Neuroscience,NIMH,"Daniel  Pine, MD"
"Zheng  Li, PhD",Section on Synapse Development Plasticity,"Wan-Ling  Tseng, PhD","Yale University, Child Study Center",EM,
"Zheng  Li, PhD",Section on Synapse Development Plasticity,Jiji  Chen,NIBIB,NIH,
